id,name,email,password,role,email_verified_at,created_at,updated_at
195,"Catherine Cheung, Ph.D.",catherine.cheung..@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
196,Qiao Liu,qiao.liu@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
197,Li Ma,li.ma@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
198,Qiaowei Shen,qiaowei.shen@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
199,Yao Tang,yao.tang@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
200,John Kline,john.kline@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
201,Patrick Pasture,patrick.pasture@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
202,Fred Truyen,fred.truyen@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
203,Lien Verpoest,lien.verpoest@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
204,Umar Ryad,umar.ryad@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
205,Kris Van Heuckelom,kris.van.heuckelom@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
206,Sara Cosemans,sara.cosemans@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
207,Idesbald Goddeeris,idesbald.goddeeris@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
208,Sascha Bru,sascha.bru@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
209,Tom Verschaffel,tom.verschaffel@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
210,Martin Kohlrausch,martin.kohlrausch@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
211,Beatrijs Van Acker,beatrijs.van.acker@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
212,Lieke van Deinsen,lieke.van.deinsen@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
213,Elise Muir,elise.muir@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
214,Bert Keirsbilck,bert.keirsbilck@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
215,Jan Wouters,jan.wouters@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
216,Teresa Cabrita,teresa.cabrita@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
217,Katja Biedenkopf,katja.biedenkopf@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
218,Kolja Raube,kolja.raube@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
219,Wouter Wolfs,wouter.wolfs@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
220,Christina Ireton,christina.ireton@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
221,Naoko Kinoshita,naoko.kinoshita@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
222,Kengo Kuma,kengo.kuma@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
223,Yusuke Obuchi,yusuke.obuchi@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
224,Dr David Butler,dr.david.butler@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
225,Nicholas Crouch,nicholas.crouch@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
226,Dr Danny Stevenson,dr.danny.stevenson@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
227,Melissa Humphries,melissa.humphries@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
228,Dr Brendan Harding,dr.brendan.harding@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
229,Gregory Nagy,gregory.nagy@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
230,Leonard Muellner,leonard.muellner@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
231,Kevin McGrath,kevin.mcgrath@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
232,Keith DeStone,keith.destone@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
233,Martin Grunow,martin.grunow@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
234,Holly Ott,holly.ott@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
235,Dr. Reiner Hutwelker,reiner.hutwelker@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
236,Jonas Skutka,jonas.skutka@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
237,Arend de Haas,arend.de.haas@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
238,Lina Dilly,lina.dilly@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
239,Miia Hakkinen,miia.hakkinen@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
240,Haoyu Yang,haoyu.yang@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
241,Matthias Krins,matthias.krins@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
242,Merel Witteman,merel.witteman@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
243,Tossa Harding,tossa.harding@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
244,Robin van der Sluijs,robin.van.der.sluijs@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
245,Judith Lesschen,judith.lesschen@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
246,Sarah Foley,sarah.foley@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
247,Mark Bellingham,mark.bellingham@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
248,Anuj Sehgal,anuj.sehgal@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
249,Kenneth Lopez-Loo,kenneth.lopezloo@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
250,Roberto A. Peiretti,roberto.a..peiretti@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
251,Santiago Lorenzatti,santiago.lorenzatti@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
252,Omar Bachmeier,omar.bachmeier@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
253,Susana Hang,susana.hang@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
254,Juergen Brugger,juergen.brugger@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
255,Martin Gijs,martin.gijs@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
256,Javier Orozco-Messana,javier.orozcomessana@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
257,Elena de la Poza-Plaza,elena.de.la.pozaplaza@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
258,Dai Morgan,dai.morgan@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
259,Ana MarÃ­a GonzÃ¡lvez,ana.mara.gonzlvez@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
260,Maggie Sokolik,maggie.sokolik@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
261,Bugao Wang,bugao.wang@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
262,Abigail Docherty,abigail.docherty@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
263,Lucy Potter,lucy.potter@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
264,Joy McEntee,joy.mcentee@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
265,Galen Cuthbertson,galen.cuthbertson@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
266,Edward Palmer,edward.palmer@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
267,Aidan Coleman,aidan.coleman@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
268,Mahendra Chitrarasu,mahendra.chitrarasu@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
269,Prasanna Nidumolu,prasanna.nidumolu@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
270,Laurens de Vries,laurens.de.vries@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
271,Mark Miodownik,mark.miodownik@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
272,Jonathan Rogers,jonathan.rogers@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
273,Jonathan Valvano,jonathan.valvano@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
274,Ramesh Yerraballi,ramesh.yerraballi@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
275,Eric Simard,eric.simard@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
276,Joan Abou-Haidar,joan.abouhaidar@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
277,Rajesh Bhaskaran,rajesh.bhaskaran@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
278,Maria  Garlock,maria..garlock@coursify.com,password,instructor,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 14:00:00
279,Chris Caplice,chris.caplice@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
280,Ravindra Goonetilleke,ravindra.goonetilleke@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
281,Sai-Kit Yeung,sai-kit.yeung@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
282,Michel Buffa,michel.buffa@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
283,Lorenz Hurni,lorenz.hurni@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
284,Aren Maeir,aren.maeir@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
285,Diane L. Moore,diane.l..moore@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
286,Robert Kaba Alhassan ,robert.kaba.alhassan.@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
287,Martin Ayanore,martin.ayanore@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
288,Samuel Nii Ardey Codjoe,samuel.nii.ardey.codjoe@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
289,Phildelia Theresa Doegah,phildelia.theresa.doegah@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
290,John Gyapong,john.gyapong@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
291,Mandy Kader Kondé,mandy.kader.kondé@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
292,Jessica Kritz,jessica.kritz@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
293,Bernhard Liese,bernhard.liese@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
294,John Page,john.page@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
295,Alex Pelchat-White,alex.pelchat-white@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
296,Jessica Peng,jessica.peng@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
297,Jake Artz,jake.artz@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
298,Kasey Champion,kasey.champion@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
299,Marwa Hussein,marwa.hussein@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
300,Andrew Byrne,andrew.byrne@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
301,Adrian Leven,adrian.leven@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
302,Gerry O'Brien,gerry.obrien@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
303,Jurgen P. Schulze,jurgen.p..schulze@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
304,Ravi Ramamoorthi,ravi.ramamoorthi@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
305,María Canal Caicedo,maría.canal.caicedo@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
306,Lina Rocío Torres Rincón,lina.rocío.torres.rincón@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
307,Dr. Il-Horn Hann,dr..il-horn.hann@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
308,John Jhonson,john.jhonson@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
309,Marisela Ponce de León,marisela.ponce.de.león@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
310,Claudia Franchesca de los Santos,claudia.franchesca.de.los.santos@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
311,Neil Pederson,neil.pederson@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
312,Defny Geldorp,defny.geldorp@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
313,Sharon Inglefield,sharon.inglefield@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
314,Edoardo Gianotti,edoardo.gianotti@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
315,Alejandro Furas,alejandro.furas@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
316,Marvin Gonzales,marvin.gonzales@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
317,Eugenia Rodrigues,eugenia.rodrigues@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
318,Brent Batson,brent.batson@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
319,Corina Puppo,corina.puppo@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
320,Pablo Martínez Carignano,pablo.martínez.carignano@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
321,Edgar Zamora,edgar.zamora@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
322,Mauricio Pineda Rivera,mauricio.pineda.rivera@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
323,Elías Rubinstein,elías.rubinstein@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
324,Rob McInerney,rob.mcinerney@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
325,Julio Urzua,julio.urzua@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
326,Claudia Adriazola-Steil,claudia.adriazola-steil@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
327,Leticia Sabino,leticia.sabino@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
328,Luis David Rojas Guerrero,luis.david.rojas.guerrero@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
329,Laura Ballesteros,laura.ballesteros@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
330,Natalie Draisin,natalie.draisin@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
331,Shannon Wip,shannon.wip@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
332,Guirlaine Denis,guirlaine.denis@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
333,Charles Severance,charles.severance@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
334,Rafael Irizarry,rafael.irizarry@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
335,Chris Gumb,chris.gumb@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
336,Rajendra Sisodia,rajendra.sisodia@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
337,Jeffrey D. Sachs,jeffrey.d..sachs@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
338,Prof. Dr. Malte Brettel,prof..dr..malte.brettel@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
339,Sreelata Jonnalagedda,sreelata.jonnalagedda@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
340,John McArthur,john.mcarthur@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
341,Chandrika Bahadur,chandrika.bahadur@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
342,Sabina Alkire,sabina.alkire@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
343,Homi Kharas,homi.kharas@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
344,Carol Graham,carol.graham@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
345,Makada Henry-Nickie,makada.henry-nickie@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
346,Caren Grown,caren.grown@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
347,Alpa Shah,alpa.shah@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
348,Haroon Bhorat,haroon.bhorat@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
349,Rashawn Ray,rashawn.ray@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
350,Andre Perry,andre.perry@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
351,Heriberto Tapia,heriberto.tapia@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
352,Amar Bhattacharya,amar.bhattacharya@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
353,Dany Bahar,dany.bahar@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
354,Nora Lustig,nora.lustig@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
355,Michael Cooke,michael.cooke@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
356,Wing Thye Woo,wing.thye.woo@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
357,Addisu Lashitew,addisu.lashitew@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
358,Axel Marx,axel.marx@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
359,Charline Depoorter,charline.depoorter@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
360,Miet Maertens,miet.maertens@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
361,Janne Behelmans,janne.behelmans@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
362,Eva Boonaert,eva.boonaert@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
363,Maja Tampe,maja.tampe@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
364,Dominic Coppens,dominic.coppens@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
365,Santiago Fernandez de Cordoba,santiago.fernandez.de.cordoba@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
366,André Decoster,andré.decoster@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
367,Hilde Heynen,hilde.heynen@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
368,Bart Kerremans,bart.kerremans@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
369,Bart Muys,bart.muys@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
370,Constanza Parra,constanza.parra@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
372,Luc Sels,luc.sels@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
373,Ilse Smets,ilse.smets@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
374,Karel Van Acker,karel.van.acker@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
375,Chris Van Geet,chris.van.geet@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
376,Kurt Willems,kurt.willems@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
377,Preeti Krishnan Lyndem,preeti.krishnan.lyndem@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
378,Lola Kaiki,lola.kaiki@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
379,Shainesh G,shainesh.g@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
380,Ashis Mishra,ashis.mishra@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
381,Prithwiraj Mukherjee,prithwiraj.mukherjee@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
382,Fernando Sierra Saavedra,fernando.sierra.saavedra@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
383,Brenda Aranda,brenda.aranda@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
384,Leah Waldo,leah.waldo@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
385,Professor Connson Locke,professor.connson.locke@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
386,Arnout Fischer,arnout.fischer@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
387,Emiel Wubben,emiel.wubben@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
388,Justus Wesseler,justus.wesseler@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
389,Argyris Kanellopoulos,argyris.kanellopoulos@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
390,Dmytro Krushynskyi,dmytro.krushynskyi@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
